﻿DATA_YEAR,OFFENSE_ID,INCIDENT_ID,OFFENSE_TYPE_ID,ATTEMPT_COMPLETE_FLAG,LOCATION_ID,NUM_PREMISES_ENTERED,METHOD_ENTRY_CODE
2019,138337593,113240981,Burglary,C,Commercial,,N
2019,138332243,113240386,Burglary,A,Residence,,F
2019,141838445,116800303,Burglary,C,Residence,,N
2019,137750655,112715755,Burglary,C,Residence,,N
2019,137758702,112715835,Burglary,C,Residence,,N
2019,137745290,112731446,Burglary,C,Residence,,F
2019,139347440,114124735,Burglary,C,Residence,,N
2019,139347503,114120894,Burglary,C,Residence,,N
2019,139351651,114124913,Burglary,C,Residence,,F
2019,139347939,114124943,Burglary,C,Residence,,N
2019,138333157,113246143,Burglary,C,Residence,,N
2019,138333176,113246166,Burglary,C,Residence,,N
2019,138333364,113245882,Burglary,C,Residence,,F
2019,138333614,113246568,Burglary,C,Residence,,N
2019,138333651,113246601,Burglary,C,Residence,,F
2019,137745373,112731630,Burglary,C,Residence,,F
2019,132465059,107983030,Robbery,C,Residence,,
2019,132469685,107969848,Burglary,C,Residence,,N
2019,147809876,122110606,Burglary,C,Residence,,F
2019,139347021,114120499,Burglary,C,Residence,,F
2019,139347093,114124585,Burglary,C,Commercial,,N
2019,139345287,114120582,Burglary,C,Residence,,F
2019,143961993,118729437,Burglary,C,Residence,,F
2019,143966772,118729559,Burglary,C,Residence,,F
2019,137244116,112282532,Burglary,C,Residence,,N
2019,132428148,107940265,Burglary,C,Residence,,N
2019,139346524,114120089,Burglary,C,Commercial,,N
2019,147821965,122121627,Burglary,C,Commercial,,F
2019,133690476,109094586,Burglary,C,Residence,,F
2019,143968713,118751253,Burglary,C,Residence,,N
2019,137218182,112253697,Burglary,A,Residence,,N
2019,137218206,112253714,Burglary,C,Residence,,N
2019,137218203,112250843,Burglary,C,Residence,,F
2019,137218249,112253749,Burglary,C,Residence,,F
2019,137218298,112250916,Burglary,C,Residence,,N
2019,137218300,112250920,Burglary,C,Residence,,N
2019,137214283,112250924,Burglary,C,Residence,,N
2019,146759188,121198114,Burglary,C,Residence,,F
2019,141817371,116782764,Burglary,C,Residence,,F
2019,138316970,113225152,Burglary,C,Residence,,F
2019,138306006,113225222,Burglary,C,Residence,,N
2019,143969079,118751545,Burglary,C,Residence,,N
2019,138327297,113236151,Burglary,C,Residence,,F
2019,138327359,113236212,Burglary,C,Residence,,F
2019,143969089,118746952,Burglary,C,Residence,,F
2019,138328534,113242230,Burglary,C,Residence,,N
2019,143969120,118751588,Burglary,C,Residence,,N
2019,143965006,118742500,Burglary,C,Residence,,N
2019,138324938,113238249,Burglary,C,Residence,,N
2019,138315348,113223824,Burglary,C,Residence,,N
2019,138315565,113223969,Burglary,C,Residence,,N
2019,138304422,113218737,Burglary,A,Residence,,F
2019,138304465,113218776,Burglary,C,Residence,,F
2019,138309910,113219121,Burglary,C,Residence,,N
2019,138326253,113220311,Burglary,C,Residence,,F
2019,138326524,113220511,Burglary,C,Residence,,N
2019,138326542,113220537,Burglary,C,Residence,,N
2019,137735862,112711770,Burglary,C,Residence,,N
2019,137740357,112712299,Burglary,C,Residence,,N
2019,137751143,112716673,Burglary,C,Residence,,F
2019,137762144,112732022,Burglary,C,Residence,,F
2019,137762339,112732189,Burglary,C,Residence,,F
2019,137762352,112732201,Burglary,C,Residence,,N
2019,137745677,112732606,Burglary,C,Residence,,N
2019,137760847,112732623,Burglary,A,Residence,,F
2019,137760994,112732722,Burglary,C,Residence,,F
2019,137761027,112729993,Burglary,C,Residence,,F
2019,137766308,112732992,Burglary,C,Residence,,N
2019,137763296,112723080,Burglary,C,Residence,,N
2019,137763319,112733028,Burglary,C,Commercial,,F
2019,137763326,112733033,Burglary,C,Residence,,N
2019,138329624,113238133,Burglary,C,Residence,,N
2019,138320709,113239191,Burglary,C,Residence,,N
2019,138331369,113244646,Burglary,C,Residence,,N
2019,138331896,113245071,Burglary,C,Residence,,N
2019,138331964,113234633,Robbery,C,Residence,,
2019,138305903,113225091,Burglary,C,Commercial,,F
2019,138327242,113231706,Burglary,C,Residence,,F
2019,138327551,113236379,Burglary,C,Residence,,N
2019,138327745,113236539,Burglary,C,Residence,,F
2019,138327915,113236689,Burglary,A,Residence,,N
2019,138320020,113243497,Burglary,C,Residence,,F
2019,141004906,116133174,Burglary,C,Residence,,N
2019,139345028,114120176,Burglary,C,Residence,,F
2019,132439053,107950353,Burglary,C,Residence,,F
2019,142753433,117657779,Burglary,A,Residence,,F
2019,142763272,117652860,Burglary,C,Residence,,N
2019,138327396,113231789,Burglary,C,Residence,,F
2019,132487383,107999693,Burglary,C,Residence,,N
2019,143963913,118741634,Burglary,C,Residence,,N
2019,143963917,118741638,Burglary,C,Residence,,F
2019,143973019,118741652,Robbery,C,Residence,,
2019,132447100,107960038,Burglary,C,Residence,,N
2019,132453122,107954637,Burglary,C,Residence,,N
2019,132453806,107954934,Burglary,C,Residence,,N
2019,132443541,107954991,Burglary,C,Residence,,F
2019,132454418,107960622,Burglary,C,Residence,,F
2019,132450106,107979200,Burglary,C,Residence,,N
2019,132460663,107975659,Burglary,C,Residence,,N
2019,132460785,107967983,Burglary,A,Residence,,N
2019,132450975,107981411,Burglary,C,Residence,,F
2019,147805250,122110318,Burglary,C,Residence,,F
2019,147809545,122114569,Burglary,C,Residence,,N
2019,147809621,122114624,Burglary,C,Residence,,F
2019,132468081,107982510,Burglary,C,Residence,,F
2019,145765780,120325504,Burglary,C,Commercial,,F
2019,138302765,113217331,Burglary,C,Residence,,F
2019,140996287,116126349,Burglary,C,Residence,,N
2019,133683998,109096856,Burglary,C,Residence,,F
2019,133689955,109094177,Burglary,C,Residence,,F
2019,133684623,109097919,Burglary,C,Residence,,N
2019,133684756,109098085,Burglary,C,Residence,,F
2019,133694586,109085880,Burglary,C,Residence,,N
2019,138306448,113216208,Burglary,C,Residence,,F
2019,132458861,107974218,Burglary,C,Residence,,N
2019,145705464,120289664,Burglary,C,Residence,,N
2019,145763638,120320112,Burglary,C,Commercial,,F
2019,137217785,112250382,Burglary,C,Residence,,F
2019,137217827,112253365,Burglary,A,Residence,,F
2019,137217843,112250413,Burglary,C,Residence,,N
2019,137213827,112250479,Burglary,C,Residence,,N
2019,132460062,107975150,Burglary,C,Residence,,F
2019,137217810,112250396,Burglary,C,Residence,,F
2019,137214007,112253505,Burglary,C,Residence,,F
2019,145761443,120318264,Burglary,C,Residence,,N
2019,145705888,120320310,Burglary,C,Residence,,N
2019,132450410,107975702,Burglary,C,Residence,,N
2019,138333693,113246640,Burglary,C,Residence,,N
2019,143973962,118747071,Burglary,C,Residence,,N
2019,143965175,118751720,Burglary,A,Residence,,F
2019,143965193,118751733,Burglary,C,Residence,,F
2019,143965212,118751746,Burglary,C,Residence,,F
2019,137763516,112733185,Burglary,C,Residence,,F
2019,137763742,112733388,Burglary,C,Residence,,F
2019,137745942,112730752,Burglary,C,Residence,,F
2019,137745943,112733511,Burglary,A,Residence,,N
2019,137764002,112733583,Burglary,C,Residence,,N
2019,137764028,112733608,Burglary,C,Residence,,N
2019,137767071,112733665,Burglary,C,Residence,,N
2019,132468699,107982976,Burglary,C,Residence,,F
2019,132472698,107983588,Burglary,C,Residence,,N
2019,132469522,107986141,Burglary,C,Residence,,F
2019,132465651,107983699,Burglary,C,Residence,,F
2019,132476337,107984632,Burglary,C,Residence,,F
2019,132453096,107954633,Burglary,C,Residence,,F
2019,132431445,107945233,Burglary,A,Residence,,F
2019,132428168,107945256,Burglary,A,Residence,,N
2019,145765515,120331722,Burglary,C,Residence,,F
2019,132463458,107975576,Burglary,C,Residence,,N
2019,132431155,107940036,Burglary,C,Commercial,,F
2019,145760296,120324625,Burglary,C,Residence,,F
2019,138316707,113219848,Burglary,C,Residence,,F
2019,132439046,107950351,Burglary,C,Residence,,F
2019,133863825,109244072,Robbery,C,Residence,,
2019,133864060,109238739,Burglary,C,Commercial,,F
2019,132491259,107993547,Burglary,C,Residence,,N
2019,132491405,107993616,Burglary,C,Government,,F
2019,132491958,107990105,Burglary,C,Residence,,N
2019,133689940,109097758,Burglary,C,Commercial,,N
2019,145766065,120327899,Burglary,C,Residence,,F
2019,133684737,109098068,Burglary,C,Residence,,F
2019,133690399,109098137,Burglary,C,Residence,,N
2019,133694669,109085928,Burglary,C,Residence,,N
2019,133690481,109098207,Burglary,C,Residence,,N
2019,137214313,112250952,Burglary,C,Residence,,F
2019,138303306,113217787,Burglary,C,Residence,,F
2019,138308729,113217822,Burglary,C,Residence,,N
2019,133693287,109096840,Burglary,C,Residence,,N
2019,133683985,109085288,Burglary,C,Residence,,N
2019,137216772,112249381,Burglary,C,Residence,,F
2019,137216709,112249351,Robbery,C,Residence,,
2019,147817191,122121448,Burglary,C,Residence,,N
2019,132469780,107983877,Burglary,C,Residence,,F
2019,132470549,107984465,Burglary,C,Residence,,F
2019,132470729,107986797,Burglary,C,Government,,F
2019,132470735,107984623,Burglary,C,Residence,,N
2019,132468390,107980444,Burglary,C,Residence,,N
2019,132469538,107986150,Burglary,C,Residence,,F
2019,132465700,107983780,Burglary,C,Residence,,N
2019,132465725,107986220,Burglary,C,Residence,,F
2019,132464956,107969233,Burglary,C,Residence,,N
2019,132470450,107970247,Burglary,C,Commercial,,F
2019,138331866,113245052,Burglary,C,Commercial,,N
2019,138331959,113240135,Burglary,C,Residence,,N
2019,138336972,113234747,Burglary,C,Residence,,F
2019,139338644,114117771,Burglary,C,Residence,,N
2019,139343238,114122240,Burglary,C,Residence,,F
2019,139333730,114122468,Burglary,C,Residence,,N
2019,139343420,114122474,Burglary,C,Residence,,F
2019,139339613,114122701,Burglary,C,Residence,,F
2019,139346916,114124468,Burglary,C,Residence,,N
2019,139346998,114124523,Burglary,C,Residence,,N
2019,139341238,114095462,Burglary,C,Residence,,N
2019,139337216,114116636,Burglary,C,Residence,,F
2019,139337247,114095693,Burglary,C,Residence,,N
2019,139337701,114121142,Burglary,C,Commercial,,F
2019,139332141,114121164,Burglary,C,Residence,,N
2019,139337723,114121173,Burglary,C,Residence,,N
2019,139341823,114121184,Burglary,C,Residence,,N
2019,139332727,114113689,Burglary,C,Residence,,N
2019,142760040,117659518,Robbery,C,Residence,,
2019,142755528,117659525,Burglary,C,Residence,,N
2019,142760112,117654760,Burglary,C,Residence,,N
2019,141844207,116817831,Burglary,C,Residence,,F
2019,132479641,107989523,Burglary,C,Residence,,N
2019,132418309,107933008,Burglary,C,Residence,,N
2019,137741844,112710929,Burglary,C,Residence,,F
2019,139338807,114117909,Burglary,C,Residence,,F
2019,132471233,107968573,Burglary,C,Residence,,N
2019,132467239,107968673,Burglary,C,Residence,,F
2019,142767867,117666124,Burglary,C,Residence,,N
2019,145760911,120325122,Burglary,C,Residence,,F
2019,133693829,109097418,Burglary,C,Commercial,,F
2019,145765728,120331896,Burglary,C,Residence,,N
2019,133683874,109096745,Burglary,C,Residence,,N
2019,133689729,109085563,Burglary,C,Residence,,N
2019,133694087,109094053,Burglary,C,Residence,,N
2019,133689853,109094102,Burglary,C,Residence,,N
2019,133684522,109085681,Burglary,C,Residence,,F
2019,133689956,109094178,Burglary,C,Residence,,F
2019,133689958,109085683,Burglary,C,Residence,,F
2019,133694006,109097576,Burglary,C,Residence,,F
2019,133684560,109097822,Burglary,C,Residence,,F
2019,133684630,109097938,Burglary,C,Residence,,F
2019,133694329,109085736,Burglary,A,Residence,,F
2019,133694368,109097903,Burglary,C,Residence,,N
2019,133694374,109094292,Burglary,C,Residence,,N
2019,133684652,109097954,Burglary,C,Residence,,F
2019,133694502,109085834,Burglary,C,Residence,,N
2019,133690316,109085855,Burglary,C,Residence,,N
2019,147809319,122110391,Burglary,C,Residence,,N
2019,132477606,107991602,Burglary,C,Residence,,F
2019,132474840,107987909,Burglary,C,Residence,,N
2019,145776200,120326004,Burglary,A,Residence,,F
2019,145769929,120336237,Burglary,C,Residence,,N
2019,132463138,107975071,Burglary,C,Residence,,N
2019,132467035,107981692,Burglary,C,Residence,,N
2019,133688591,109093153,Burglary,C,Residence,,N
2019,133683905,109093333,Burglary,C,Residence,,N
2019,145757296,120288346,Burglary,C,Residence,,N
2019,138341437,113234660,Burglary,C,Commercial,,F
2019,138341544,113234770,Burglary,C,Residence,,F
2019,132418314,107942168,Burglary,C,Government,,F
2019,132404354,107919139,Burglary,A,Residence,,F
2019,139335268,114119601,Burglary,C,Residence,,F
2019,144611297,119315937,Burglary,C,Residence,,N
2019,139344604,114123941,Burglary,C,Residence,,N
2019,139344737,114115692,Burglary,C,Commercial,,F
2019,139344757,114124088,Burglary,C,Residence,,N
2019,139341728,114116967,Burglary,A,Residence,,N
2019,146763879,121204934,Burglary,C,Residence,,F
2019,139338158,114121569,Burglary,C,Residence,,N
2019,139343924,114123158,Burglary,C,Residence,,N
2019,139334888,114115174,Burglary,C,Residence,,N
2019,139344814,114124123,Burglary,C,Residence,,F
2019,139331843,114095919,Burglary,C,Residence,,N
2019,137762654,112729660,Burglary,C,Residence,,N
2019,142772450,117666158,Robbery,C,Residence,,
2019,132404895,107919643,Burglary,C,Residence,,N
2019,132407659,107930158,Burglary,C,Residence,,N
2019,132412051,107925716,Burglary,C,Residence,,N
2019,132414458,107937537,Burglary,C,Residence,,N
2019,132468067,107980316,Burglary,C,Commercial,,N
2019,132468078,107982509,Burglary,C,Residence,,N
2019,132465829,107983975,Burglary,C,Commercial,,N
2019,132465856,107986334,Burglary,C,Residence,,N
2019,143967520,118741173,Burglary,C,Residence,,N
2019,132477602,107996278,Burglary,C,Residence,,N
2019,132474849,107996346,Burglary,C,Residence,,N
2019,132483104,107996522,Burglary,C,Residence,,N
2019,132477850,107996538,Burglary,A,Residence,,F
2019,142760708,117655587,Burglary,C,Residence,,N
2019,142771373,117660244,Burglary,C,Residence,,N
2019,142761029,117660402,Burglary,C,Residence,,F
2019,132441047,107962090,Burglary,C,Commercial,,F
2019,132446290,107962097,Burglary,C,Residence,,F
2019,147837123,122125645,Burglary,C,Residence,,N
2019,147841176,122141157,Burglary,C,Residence,,N
2019,147834448,122141225,Burglary,C,Residence,,N
2019,147834463,122136642,Burglary,C,Commercial,,F
2019,139346695,114120240,Burglary,C,Residence,,N
2019,139346734,114120272,Burglary,A,Residence,,N
2019,132474805,107987887,Burglary,C,Residence,,N
2019,139346807,114116026,Burglary,C,Residence,,F
2019,139336055,114120329,Burglary,C,Residence,,F
2019,147825510,122124389,Burglary,C,Residence,,N
2019,133684762,109098098,Burglary,C,Residence,,F
2019,133684767,109094493,Burglary,C,Residence,,N
2019,133690364,109098108,Burglary,C,Residence,,F
2019,137217991,112253514,Burglary,C,Residence,,N
2019,137218012,112253530,Burglary,C,Residence,,F
2019,132482147,107991263,Robbery,C,Residence,,
2019,132483037,107988013,Burglary,C,Residence,,F
2019,132422398,107939353,Burglary,C,Commercial,,N
2019,140998073,116136828,Burglary,C,Residence,,F
2019,140998081,116136837,Burglary,C,Residence,,N
2019,140998168,116136899,Burglary,C,Residence,,N
2019,140998239,116136968,Burglary,C,Residence,,N
2019,132487382,107990009,Burglary,C,Residence,,F
2019,137220291,112257809,Burglary,C,Residence,,F
2019,145774010,120337689,Burglary,C,Residence,,N
2019,133853933,109237793,Burglary,C,Residence,,N
2019,137235756,112270617,Burglary,C,Residence,,N
2019,133863201,109243434,Robbery,C,Residence,,
2019,147810542,122115359,Burglary,A,Residence,,F
2019,132462596,107967150,Burglary,C,Residence,,N
2019,132459050,107978698,Burglary,A,Residence,,F
2019,145767258,120326200,Burglary,C,Residence,,F
2019,145767359,120326283,Burglary,C,Residence,,N
2019,145764877,120324463,Burglary,A,Residence,,F
2019,132450824,107968262,Burglary,C,Residence,,N
2019,132465691,107969831,Burglary,C,Residence,,F
2019,132472843,107969865,Burglary,A,Residence,,N
2019,132472964,107986352,Burglary,C,Residence,,N
2019,144596008,119315817,Burglary,C,Residence,,F
2019,144596166,119315879,Burglary,C,Residence,,F
2019,137760776,112732543,Burglary,C,Residence,,N
2019,137745678,112732612,Burglary,C,Residence,,N
2019,137764444,112733975,Burglary,C,Residence,,F
2019,137764466,112733994,Burglary,C,Residence,,F
2019,138301975,113216682,Burglary,C,Residence,,F
2019,138330853,113239140,Burglary,C,Residence,,N
2019,138331164,113239411,Burglary,C,Residence,,F
2019,137746389,112712223,Burglary,A,Residence,,F
2019,137740575,112712376,Burglary,C,Residence,,F
2019,137746592,112712395,Burglary,C,Residence,,F
2019,141831621,116797674,Burglary,C,Residence,,N
2019,138303625,113223345,Burglary,C,Residence,,N
2019,138309748,113224091,Burglary,C,Residence,,N
2019,147832145,122124606,Burglary,C,Residence,,F
2019,147832280,122124692,Burglary,C,Residence,,N
2019,139337446,114116800,Burglary,C,Residence,,F
2019,147835025,122141595,Burglary,C,Residence,,F
2019,147829895,122124874,Burglary,C,Residence,,N
2019,147826151,122131021,Burglary,C,Residence,,F
2019,147829945,122120612,Burglary,C,Residence,,N
2019,147832802,122120726,Burglary,C,Residence,,N
2019,147836347,122125038,Burglary,C,Residence,,N
2019,147823688,122122934,Burglary,C,Residence,,F
2019,147819998,122123104,Burglary,C,Residence,,F
2019,147829448,122130637,Burglary,C,Commercial,,F
2019,133693265,109085273,Burglary,C,Residence,,N
2019,145768815,120327467,Burglary,C,Residence,,F
2019,133684306,109097479,Burglary,C,Residence,,F
2019,144617147,119329555,Burglary,C,Residence,,N
2019,144626488,119330178,Burglary,C,Residence,,F
2019,145760744,120331613,Burglary,C,Residence,,N
2019,132491410,107989846,Burglary,C,Residence,,N
2019,133859206,109243160,Burglary,C,Residence,,F
2019,133859476,109243391,Robbery,C,Residence,,
2019,137182850,112226744,Robbery,C,Residence,,
2019,144614146,119327060,Burglary,C,Residence,,N
2019,145781226,120329370,Burglary,C,Residence,,N
2019,133690065,109094259,Burglary,C,Residence,,N
2019,133684610,109094291,Burglary,C,Residence,,N
2019,133684627,109097927,Burglary,C,Residence,,N
2019,133693225,109085249,Burglary,C,Residence,,N
2019,133688942,109093460,Burglary,A,Residence,,N
2019,132468109,107982536,Burglary,C,Commercial,,N
2019,132468344,107982698,Burglary,C,Residence,,N
2019,132441032,107959375,Burglary,C,Residence,,F
2019,133693993,109085554,Burglary,C,Residence,,N
2019,132469262,107983467,Burglary,C,Residence,,N
2019,132465660,107986157,Burglary,C,Residence,,N
2019,132469838,107969915,Burglary,C,Residence,,F
2019,137231462,112264874,Burglary,C,Residence,,F
2019,137231466,112264876,Burglary,C,Residence,,N
2019,132449983,107975075,Burglary,C,Residence,,F
2019,132463535,107975747,Burglary,C,Residence,,F
2019,132450777,107981138,Burglary,C,Residence,,N
2019,140997665,116131213,Burglary,C,Residence,,F
2019,140997672,116136499,Burglary,C,Residence,,F
2019,140997739,116136558,Burglary,C,Residence,,F
2019,138313976,113228433,Burglary,C,Residence,,N
2019,137742247,112712748,Burglary,C,Residence,,N
2019,137216885,112252427,Burglary,C,Residence,,N
2019,137212705,112249431,Burglary,C,Residence,,N
2019,137216892,112249432,Burglary,C,Residence,,F
2019,137216898,112252444,Burglary,C,Residence,,N
2019,132450835,107981214,Burglary,A,Residence,,F
2019,132464774,107982696,Robbery,C,Residence,,
2019,132465041,107983007,Burglary,C,Commercial,,F
2019,132469315,107969682,Burglary,C,Residence,,F
2019,132469624,107986181,Burglary,C,Residence,,N
2019,132465753,107969876,Burglary,C,Residence,,F
2019,132473430,107984537,Burglary,C,Residence,,N
2019,143962045,118734932,Burglary,C,Residence,,F
2019,143966739,118740238,Burglary,C,Residence,,N
2019,143966747,118740245,Burglary,C,Residence,,N
2019,143971479,118740319,Burglary,C,Residence,,F
2019,137212013,112251891,Burglary,C,Residence,,N
2019,137212053,112251923,Burglary,C,Residence,,F
2019,138303522,113217983,Burglary,C,Residence,,N
2019,138308856,113218030,Burglary,C,Residence,,F
2019,138327001,113220917,Burglary,C,Residence,,N
2019,138322756,113236618,Burglary,C,Residence,,N
2019,138327880,113241677,Burglary,C,Residence,,N
2019,143962953,118740854,Burglary,C,Residence,,N
2019,143967105,118729859,Burglary,C,Residence,,N
2019,138323333,113232301,Burglary,C,Residence,,F
2019,133688505,109096560,Burglary,C,Residence,,N
2019,132467055,107979915,Burglary,C,Residence,,F
2019,147810216,122110751,Burglary,A,Residence,,N
2019,145757615,120288651,Burglary,C,Residence,,N
2019,139337650,114096080,Burglary,C,Residence,,F
2019,139341890,114121264,Burglary,C,Residence,,N
2019,139341673,114113062,Burglary,C,Residence,,N
2019,139337700,114121140,Burglary,C,Residence,,N
2019,139332135,114121160,Burglary,C,Residence,,N
2019,139340952,114123712,Burglary,C,Residence,,N
2019,147828219,122123448,Burglary,C,Commercial,,F
2019,138326151,113225313,Burglary,C,Residence,,N
2019,138317979,113225972,Burglary,C,Residence,,F
2019,138327810,113241526,Burglary,C,Residence,,N
2019,138322805,113236634,Burglary,C,Residence,,F
2019,148651567,122856722,Burglary,C,Residence,,N
2019,138327864,113241642,Burglary,C,Residence,,F
2019,138322859,113236653,Burglary,C,Residence,,N
2019,138322929,113241720,Burglary,C,Residence,,F
2019,143958579,118732747,Burglary,A,Residence,,F
2019,138317006,113220087,Burglary,C,Residence,,N
2019,138317216,113225385,Burglary,C,Residence,,N
2019,138317334,113220380,Burglary,C,Residence,,F
2019,138326539,113220530,Burglary,C,Residence,,N
2019,143961150,118729045,Burglary,C,Residence,,F
2019,142759701,117659091,Burglary,C,Residence,,F
2019,142755064,117659130,Burglary,C,Residence,,N
2019,142755170,117659224,Burglary,C,Commercial,,F
2019,142765081,117659259,Burglary,C,Residence,,F
2019,142755229,117659284,Burglary,C,Commercial,,F
2019,142767089,117655891,Burglary,C,Residence,,N
2019,133689838,109094086,Burglary,C,Residence,,N
2019,133689863,109094113,Burglary,C,Residence,,F
2019,133690352,109085876,Burglary,C,Residence,,F
2019,133688486,109085122,Burglary,C,Commercial,,N
2019,133858472,109242556,Burglary,C,Residence,,F
2019,133854809,109238511,Burglary,C,Residence,,F
2019,133854914,109238592,Burglary,C,Residence,,N
2019,133860547,109238702,Robbery,C,Residence,,
2019,133853812,109243041,Burglary,C,Residence,,N
2019,133859190,109247124,Burglary,C,Residence,,N
2019,133853942,109237799,Burglary,C,Residence,,F
2019,132418272,107937539,Burglary,C,Residence,,N
2019,132410153,107932994,Burglary,C,Residence,,N
2019,132414757,107933166,Burglary,C,Residence,,N
2019,139335589,114115610,Burglary,C,Residence,,N
2019,133690110,109097917,Burglary,C,Residence,,N
2019,137253016,112287267,Burglary,C,Residence,,F
2019,137253137,112287356,Burglary,C,Residence,,N
2019,132487371,107990006,Burglary,C,Residence,,F
2019,141819114,116784163,Burglary,C,Residence,,N
2019,133853779,109237646,Burglary,C,Residence,,F
2019,133862756,109246956,Burglary,C,Residence,,F
2019,133860447,109244145,Burglary,C,Residence,,N
2019,133692842,109093052,Burglary,C,Residence,,N
2019,133693294,109096847,Burglary,C,Residence,,N
2019,133684314,109085514,Burglary,C,Residence,,F
2019,133694015,109085572,Burglary,C,Residence,,F
2019,133684452,109094084,Burglary,C,Commercial,,F
2019,133690384,109094510,Burglary,C,Residence,,N
2019,139332222,114121236,Burglary,C,Residence,,N
2019,139332323,114121324,Burglary,A,Residence,,F
2019,140997399,116136266,Burglary,C,Residence,,N
2019,140997439,116136295,Burglary,C,Residence,,F
2019,132411920,107930068,Burglary,C,Residence,,F
2019,139337671,114121102,Burglary,C,Residence,,F
2019,132472722,107983624,Burglary,C,Residence,,N
2019,132472766,107969792,Burglary,C,Commercial,,N
2019,132469796,107983890,Burglary,C,Residence,,N
2019,132469905,107983983,Burglary,C,Residence,,F
2019,132466121,107986600,Burglary,C,Residence,,F
2019,132476322,107986792,Burglary,C,Residence,,N
2019,132477121,107987459,Burglary,C,Residence,,F
2019,138308510,113223028,Burglary,C,Residence,,N
2019,138308592,113217617,Burglary,C,Commercial,,N
2019,145767022,120321007,Burglary,C,Residence,,N
2019,132463495,107967923,Burglary,C,Residence,,N
2019,132459983,107975088,Burglary,C,Residence,,N
2019,132463202,107975177,Burglary,A,Residence,,F
2019,139346254,114119871,Burglary,A,Residence,,N
2019,139344773,114119926,Burglary,C,Residence,,N
2019,137216410,112248936,Burglary,C,Residence,,F
2019,137212202,112252000,Burglary,C,Residence,,N
2019,137216417,112248938,Burglary,C,Residence,,F
2019,132454834,107965298,Burglary,C,Residence,,N
2019,132467231,107968667,Burglary,C,Residence,,F
2019,141001248,116125347,Burglary,C,Residence,,N
2019,139338954,114114206,Burglary,C,Residence,,N
2019,137226929,112261812,Burglary,C,Residence,,F
2019,137211025,112248232,Burglary,C,Residence,,N
2019,137191650,112230066,Burglary,C,Residence,,N
2019,137190567,112230090,Burglary,C,Residence,,N
